Day,Animal Count,Plant Count,Free Fields,Average Energy,Average Lifespam
1,7,20,95,10,00,0,00
2,9,23,91,7,67,0,00
3,8,25,89,6,88,0,00
4,8,27,86,6,00,0,00
5,8,28,86,5,25,0,00
6,8,30,83,4,38,0,00
7,8,32,81,3,50,0,00
8,7,34,82,3,14,7,00
9,6,36,80,3,83,6,67
10,5,38,79,2,60,6,67
11,5,37,79,2,40,6,67
12,5,36,80,2,20,6,67
13,4,37,80,2,25,7,75
14,2,38,81,4,50,9,17
15,2,41,78,3,50,9,17
16,2,42,77,3,50,9,17
17,2,45,74,2,50,9,17
18,2,48,71,1,50,9,17
19,1,51,69,2,00,10,43
20,1,54,66,1,00,10,43
21,1,57,63,0,00,10,43
22,0,60,61,NaN,11,63
23,0,63,58,NaN,11,63
24,0,66,55,NaN,11,63
25,0,69,52,NaN,11,63
26,0,72,49,NaN,11,63
27,0,75,46,NaN,11,63
28,0,78,43,NaN,11,63
29,0,81,40,NaN,11,63
30,0,84,37,NaN,11,63
31,0,87,34,NaN,11,63
32,0,90,31,NaN,11,63
33,0,93,28,NaN,11,63
34,0,96,25,NaN,11,63
35,0,99,22,NaN,11,63
36,0,102,19,NaN,11,63
37,0,105,16,NaN,11,63
38,0,108,13,NaN,11,63
39,0,111,10,NaN,11,63
40,0,114,7,NaN,11,63
41,0,117,4,NaN,11,63
42,0,120,1,NaN,11,63
43,0,121,0,NaN,11,63
44,0,121,0,NaN,11,63
45,0,121,0,NaN,11,63
46,0,121,0,NaN,11,63
47,0,121,0,NaN,11,63
48,0,121,0,NaN,11,63
49,0,121,0,NaN,11,63
